% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, further/more values", seed=505696, Tue Nov 18 05:44:30 2025, <python>{}</python>
1 13 0.46118640893294127 1.0000480780787906 240.2486225353149 2.4024862253531489e+02 494.7952288233042 2001.995063021477 849.9550587785619 250.38292552195995 nan   
2 26 0.43330296748599567 1.0827578767272708 221.43967884406075 2.2143967884406075e+02 783.7352090775969 4415.075381088024 1588.9860139068267 371.16751257912193 nan   
3 39 0.4229100009518708 1.0946501101430086 220.57627000080754 2.2057627000080754e+02 620.4913793437736 3868.3627517966875 2248.0382234029234 448.6775638044563 nan   
4 52 0.41391429446436934 1.1334291040539075 220.57627000080754 2.3716596146864887e+02 377.4889081795237 5092.615005531079 1214.178053533777 257.02647754584973 nan   
5 65 0.40101566467287664 1.150762316629282 220.57627000080754 2.2549843470250798e+02 573.4911251594514 2988.5293229489034 1462.5391663190512 236.52355942694328 nan   
6 78 0.4015247280727101 1.1660194783637046 220.57627000080754 2.3853430345672311e+02 397.4467395025001 3358.9405819314215 743.6621401923085 271.24435713169805 nan   
7 91 0.3975008226169843 1.1801459481111156 220.57627000080754 2.2688072080399689e+02 335.01621902769097 4208.1818350704425 1207.2822381236203 259.00946744625185 nan   
8 104 0.39498166454928857 1.2060849091638015 220.57627000080754 2.4241199223752986e+02 308.0934269197501 2497.2924566995684 493.89844922085615 252.34788076633086 nan   
9 117 0.39582659286151173 1.225055267211179 220.57627000080754 2.2381970437272687e+02 729.0881771782886 2496.597019971276 920.2928750876408 268.07443792087656 nan   
10 130 0.39290891436988495 1.2426041955622975 220.57627000080754 2.5975675513381640e+02 496.5164358808292 2368.069037725818 643.3448244280967 420.5151995434751 nan   
11 143 0.38414948175249186 1.2525522725870388 220.57627000080754 2.2436633329446045e+02 659.6990209444073 3016.0585274917007 1252.4534107059683 244.28302422932023 nan   
12 156 0.374586508958821 1.251889759412061 214.55713056364056 2.1455713056364056e+02 324.53814159099943 676.6073475971572 256.69918313447374 230.47631941481873 nan   
13 169 0.3782867851834782 1.2589784190248916 214.55713056364056 2.5133096818141539e+02 488.01884522410046 1971.5702680744096 779.8852019887172 329.74282101641717 nan   
14 182 0.3789642947734149 1.259842783291591 214.55713056364056 2.2638235125221107e+02 386.16532880711145 4696.252783665405 2042.0906270212404 277.4756751425592 nan   
15 195 0.38679677486683484 1.2672039472705068 214.55713056364056 2.9726189762136198e+02 501.2836676957678 2199.666631021113 760.7721154257049 348.7752606709209 nan   
16 208 0.3970187909418516 1.2805295568136033 214.55713056364056 2.2786966978821880e+02 465.63781829066613 3995.4135341266874 869.3894506913994 318.2021614314135 nan   
17 221 0.40344512099512114 1.3312764378014985 214.55713056364056 2.3559995291519820e+02 424.5240344849208 2219.4212931154434 429.3678620573131 294.91329098794415 nan   
18 234 0.4067505966617739 1.3733719054931144 214.55713056364056 2.3220848011359871e+02 548.3476323102304 3464.5474267558293 1186.8171165555161 287.84992517093707 nan   
19 247 0.41006758120066134 1.4090512250580054 214.55713056364056 2.5010965786325573e+02 671.5647980180365 5071.111883809242 1150.5485909923245 305.6782570533293 nan   
20 260 0.39743358631019926 1.4583847738598374 214.55713056364056 2.3811682465132779e+02 696.6753306993733 3434.794492463238 1781.8422010756522 276.5697533051281 nan   
21 273 0.3877117112938701 1.4899537513104866 214.55713056364056 2.6503027050718549e+02 542.1326595124864 2594.725555467656 643.78852033828 335.6198509984029 nan   
22 286 0.39935865768150985 1.5134316853998702 214.55713056364056 2.3902573629246623e+02 771.6898977646147 2807.076682448207 1283.212238238662 295.3083083083201 nan   
23 299 0.4113185093649895 1.5353991850261919 214.55713056364056 2.5438336970728122e+02 402.0975711470979 3116.155412219861 1046.0990421175316 322.35951147902045 nan   
24 312 0.41664810897259813 1.583669859378432 214.55713056364056 2.3996824985187754e+02 276.2515610695736 2197.636867943353 334.68460928066827 263.6643049728441 nan   
25 325 0.42377451217337303 1.6049518381307621 214.55713056364056 2.3140114581748946e+02 409.64561274633877 4998.3372838347095 366.6319674901034 298.1500337877816 nan   
26 338 0.4261550168791867 1.627908451789142 214.55713056364056 2.2859793382162331e+02 420.6029804500731 3984.017276696383 190.62584121779605 339.50772450050556 nan   
27 351 0.43099565813925456 1.6626735115960825 214.55713056364056 2.3841107164801994e+02 488.43865887996293 1667.8697404908833 667.9699798966581 340.55972240741886 nan   
28 364 0.4356702078562974 1.674781154775689 214.55713056364056 2.7899589782394310e+02 381.6774828261439 2732.0563862145827 371.54038000386356 286.3851278982621 nan   
29 377 0.42739664890537643 1.6831422289228448 214.55713056364056 2.5394964250754157e+02 390.18718488789665 1203.8649125167346 407.0581250310713 289.6772750021389 nan   
30 390 0.42600818225724035 1.6948838039395393 214.55713056364056 2.5130813984678295e+02 396.188700978716 1553.6371074068734 441.1012169031424 288.1834821344159 nan   
31 403 0.42154571498694215 1.7255327928140665 214.55713056364056 2.3129399795681732e+02 293.6352492757314 1378.4022078158673 274.5920039558774 272.6527539534117 nan   
32 416 0.40815574579741365 1.724812043993799 214.55713056364056 2.4825110401628646e+02 532.7731008094514 2798.7811508407362 1112.2797508304977 267.9924256810644 nan   
33 429 0.39118868324074507 1.736143886658554 214.55713056364056 2.5774820536335790e+02 364.42960105143123 2303.6935429124496 779.9654381730727 279.2439626069609 nan   
34 442 0.37887964525716095 1.7607705992047835 214.55713056364056 2.3289477866639410e+02 974.6220682097984 3516.6079840930624 1729.4292789385513 275.8374769579491 nan   
