% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=407973, Sun Nov 16 00:19:25 2025
1 13 0.46154707128305467 1.0000480780787906 1.0 1.0 1.0000019230787722 1.0000038461612426 1.0000057692474114 1.000007692337278 1.0000096154308433 1.0000115385281068 1.0000134616290686 1.0000153847337283 1.0000173078420866 1.0000192309541431 1.000021154069898 1.000023077189351 1.0000250003125026 1.0000269234393524 1.0000288465699003 1.0000307697041468 1.0000326928420915 1.0000346159837348 1.0000365391290762 1.000038462278116 1.0000403854308542 1.0000423085872907 1.0000442317474256 1.000046154911259 1.0000480780787906
2 26 0.4332857692916291 1.0219194456257046 0.962804678245808 0.962804678245808 0.9726933174991784 0.9747277376619861 0.9889267622880482 0.9938099841656192 0.9973905663708866 1.0000061938322453 1.000008346325479 1.0000125432394673 1.0000167300995428 1.0000174607733252 1.0000203781536843 1.000023306236455 1.0000240670864882 1.0000264217399872 1.000028207681737 1.0000292004107114 1.0000319003015872 1.000038312094975 1.0000397300402062 1.0012179591105266 1.003108205750965 1.0073274645391055 1.0102279582722447 1.0191407589044168 1.0219194456257046
3 39 0.41335570048976444 1.0306928920608547 0.946369146222209 0.946369146222209 0.9623074008223906 0.9683139907086105 0.9793297216715934 0.9838908763710186 0.9886832410221548 0.990821496721745 0.993977653308896 0.9962321425205276 0.9967138093474068 0.9985618752865727 0.9989680611422523 1.000016507460407 1.0000212851800017 1.0002347083698253 1.0005372596170965 1.0014551565012237 1.0017438629881859 1.002943978443306 1.0068743874281854 1.0074598321075492 1.0107900727769163 1.0147407257539867 1.01581237044859 1.0256958542226606 1.0306928920608547
4 52 0.40258080754165887 1.0449538413253354 0.941867831830319 0.941867831830319 0.9560503897294921 0.964531231607383 0.9695665031978069 0.9727282480571685 0.9804752013725996 0.9826058862066847 0.984598723598785 0.9907866344511892 0.9934330830873574 0.9963075663443663 0.9966789406476437 0.9980147126469835 0.9989723719547644 1.0004923898301832 1.002060525919288 1.0034119011319445 1.0053858028458251 1.0065347630326615 1.007140974912088 1.0145423708823582 1.0156214905073147 1.0186205657019491 1.0275012681098592 1.0344897199013763 1.0449538413253354
5 65 0.39839413410527147 1.0673779545309523 0.9370000997840293 0.9370000997840293 0.9465751303405561 0.9563238812710485 0.9594908141091458 0.9679449270264792 0.9764761522924265 0.9785354664946345 0.9824691489053955 0.9854511078991747 0.9896945740997053 0.9926259947277009 0.994170123542417 0.9978183840046274 0.9982010734539252 1.0011313388887007 1.0024214495429444 1.0029621452970146 1.0071723886005077 1.0099215692938808 1.0147581167803548 1.0173451381940075 1.018581499883203 1.028756025137546 1.0322964422413474 1.0527115394791842 1.0673779545309523
6 78 0.39390015899101755 1.0784771728257811 0.9344206840107424 0.9344206840107424 0.9482219634422162 0.9524121776046824 0.9544269993540917 0.9638663376253814 0.9668651890849848 0.97519284629148 0.9772852325330872 0.9796048154506275 0.983776058653198 0.9893237313262747 0.9933276356097038 0.9966535975941515 0.998304105189383 0.9991698784490828 1.0035384135843632 1.0040404116122723 1.0084369997533493 1.014037659306192 1.0157448123892239 1.0182020763168351 1.0255222270755826 1.033430735204024 1.0380565736046694 1.0601097272550897 1.0784771728257811
7 91 0.39620525675742313 1.0930443821937246 0.910626232808423 0.910626232808423 0.9334360861775914 0.9471971392654208 0.9497838513139877 0.9639781255534949 0.9679319807668347 0.9742569941287407 0.9765578521600602 0.9788972830749714 0.9812591882036222 0.9848660974271335 0.9929427425685439 0.9930463312604015 0.9973673183570605 1.0014381550965803 1.0021364875119756 1.0063035324648137 1.010111789659184 1.0169889543063473 1.018832505180516 1.0252296699356267 1.0288843602137252 1.0385741349651065 1.0437833266596928 1.0619973756971133 1.0930443821937246
8 104 0.4037351292701162 1.1081226035813252 0.9025854946467828 0.9025854946467828 0.9252665523521569 0.9411516112065912 0.9476761652354632 0.9590478000441852 0.9658141213503161 0.969910415817524 0.975926208115706 0.9772364248246882 0.9797225606724747 0.9840510882869762 0.9898637913056457 0.9950841798532805 0.9968539297203495 0.9987376749929915 1.0039985049342497 1.0077438953011157 1.012138554149404 1.0152055093303394 1.0208787559840697 1.0232310910816909 1.0341532713045554 1.0458087792193294 1.0562312775485299 1.0753944510952744 1.1081226035813252
9 117 0.4161344669244371 1.1301295881524542 0.9019408966919057 0.9019408966919057 0.922712634924471 0.935880400069481 0.9484558842837982 0.9551083285654167 0.9586765410333582 0.9638780867425792 0.9707211181681495 0.9764055939377952 0.9775911268038437 0.982777943506527 0.988116103289132 0.9925132188175669 1.0004000778902258 1.0028780850357915 1.0033193774601308 1.0083908842917384 1.0153603996961387 1.016130971039995 1.0179899877453038 1.0259956075448955 1.0333631275777369 1.0514145495819818 1.0709351485542602 1.0779392961910164 1.1301295881524542
10 130 0.42472509345300713 1.1710552781063681 0.8941740605269551 0.8941740605269551 0.9202408165769211 0.9380792406764468 0.9436083466359493 0.9473741227861486 0.9577676794893051 0.9596813260387079 0.969221545406896 0.9742949683068913 0.9785823816383372 0.9802109467464242 0.9876812907582153 0.9924013672702596 0.9965552536865799 1.0003665126236752 1.0030822774457993 1.0068271729400666 1.0125581802373387 1.017373121982757 1.0233319903864222 1.0251492122491668 1.0329680531787009 1.048821418438111 1.0729183058250533 1.077849285790038 1.1710552781063681
